chip_stem,scene_stem,source,sza_bin,split,date,hour_utc,region,wind_speed_10m,temp_2m,pass_wind,pass_temp,pass_both
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c3840,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c0512,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c2048,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0768,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c1792,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c9728,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3072,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r4608_c6656,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r4864_c8192,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0256,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r4608_c6144,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9984_c0768,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c0768,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r7936_c2048,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1280_c3072,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r2560_c3328,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r7168_c7168,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c0256,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,val,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c3584,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,val,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1536_c3328,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,val,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c1792,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,val,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c2816,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,test,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c2816,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,test,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c8960,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,test,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9216_c3584,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,test,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c2048,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,test,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r8192_c2816,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r0256_c2560,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r5632_c6144,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r5376_c3840,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r9728_c0512,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r5120_c4864,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r7680_c2816,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c4864,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r5376_c9216,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r5376_c4864,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r8192_c7680,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4352,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c5376,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r7424_c2048,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4864_c4352,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4352,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r8448_c1536,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r9216_c1024,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r5632_c4352,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r8704_c3328,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r5888_c4352,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r8448_c4352,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5376,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r8192_c1536,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,train,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4608_c7168,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,val,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4864,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,val,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r6912_c4096,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r7680_c1280,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r8448_c2304,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r7680_c3328,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4608_c5120,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r5632_c4864,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r1792_c3072,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c4608,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r8192_c1792,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4864_c4608,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r7168_c3072,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r9984_c1536,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818,roboflow,sza_65_70,test,2018-09-18,14,KQ,0.50,3.20,True,True,True
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6656_c9984,S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207,roboflow,sza_65_70,train,2017-10-01,14,SK,4.93,0.20,True,True,True
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5888_c10496,S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207,roboflow,sza_65_70,train,2017-10-01,14,SK,4.93,0.20,True,True,True
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7936_c10240,S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207,roboflow,sza_65_70,train,2017-10-01,14,SK,4.93,0.20,True,True,True
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5120_c10240,S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207,roboflow,sza_65_70,train,2017-10-01,14,SK,4.93,0.20,True,True,True
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7680_c10496,S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207,roboflow,sza_65_70,val,2017-10-01,14,SK,4.93,0.20,True,True,True
S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724_r0512_c4352,S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724,roboflow,sza_65_70,train,2016-09-24,14,SK,0.90,6.00,True,True,True
S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724_r0000_c3328,S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724,roboflow,sza_65_70,train,2016-09-24,14,SK,0.90,6.00,True,True,True
S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724_r2304_c3328,S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724,roboflow,sza_65_70,train,2016-09-24,14,SK,0.90,6.00,True,True,True
S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724_r0000_c4352,S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724,roboflow,sza_65_70,train,2016-09-24,14,SK,0.90,6.00,True,True,True
S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724_r2560_c3328,S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724,roboflow,sza_65_70,train,2016-09-24,14,SK,0.90,6.00,True,True,True
S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724_r2304_c2816,S2A_MSIL1C_20160924T142932_N0500_R139_T24WWT_20231005T183724,roboflow,sza_65_70,train,2016-09-24,14,SK,0.90,6.00,True,True,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r1280_c3072,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r6912_c3840,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r7680_c2560,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r6400_c3840,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8448_c2048,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3328_c4096,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r7168_c4864,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8192_c5632,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r7680_c1792,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r2048_c3584,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r7168_c4096,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3840_c3584,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r7424_c3328,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r5120_c4096,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,train,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r4864_c3840,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,val,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r6656_c4096,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,test,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r2560_c3840,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,test,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r7424_c1792,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,test,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r6656_c3840,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,test,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r4864_c4352,S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804,roboflow,sza_gt75,test,2019-11-04,14,KQ,0.32,-9.10,True,False,False
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDR_20230619T164213_r10496_c9984,S2B_MSIL1C_20181003T141019_N0500_R053_T25WDR_20230619T164213,roboflow,sza_70_75,train,2018-10-03,14,KQ,0.42,-1.60,True,False,False
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDR_20230619T164213_r9216_c10496,S2B_MSIL1C_20181003T141019_N0500_R053_T25WDR_20230619T164213,roboflow,sza_70_75,train,2018-10-03,14,KQ,0.42,-1.60,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r6400_c4608,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5120_c3584,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3328_c3840,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r6656_c3840,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3072_c4096,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3584_c3840,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8704_c1280,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r4352_c4608,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8704_c3328,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r9984_c1024,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8192_c2048,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r9728_c1280,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8192_c3072,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r4352_c5376,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3840_c3840,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
